1,0.517838279,0.760219919,0.307065421,0.25031344,0.681717496,0.217547209,0.714016285,0.227555867,0.213371168,0.239705367,0.597609526,0.079973986,0.211949396,0.6792336,0.018872948,0.006888893,0.649247062,0.157788377,0.025429723,0.193997526,0.070687261,0.123882232,0.513436707,0.223828169,0.305993468,0.167494434,0.427785799,0.656711258,0.592007768,0.227278959,0.620642013,0.122145865,0.645004302,0.088983331,0.130690907,0.270006757,0.206985683,0.128440572,0.009313214,0.181116905,0.479435912,0.526482087,0.062211797,0.730011813,0.291496384,0.160841464,0.647813626,0.663904333,0.03196281
0.517838279,1,0.24238164,0.210772857,0.267524838,0.163879217,0.735385488,0.196178006,0.290282411,0.304467111,0.278132912,0.079771247,0.437864293,0.305888882,0.161395322,0.49896533,0.524727172,0.131408783,0.675626656,0.543268001,0.323840752,0.447151018,0.393956047,0.004401572,0.294010109,0.211844811,0.685332713,0.090052479,0.138872979,0.074169489,0.29055932,0.102803734,0.395692413,0.127166024,0.606821609,0.387147371,0.247831521,0.724823962,0.389397707,0.527151492,0.336721373,0.038402367,0.008643809,0.580050075,0.212173534,0.226341895,0.678679743,0.129975348,0.146066055,0.485875468
0.760219919,0.24238164,1,0.453154497,0.509906479,0.078502423,0.977767128,0.046203634,0.532664052,0.546848751,0.520514552,0.162610393,0.680245933,0.548270522,0.080986318,0.741346971,0.767108812,0.110972857,0.918008296,0.785649641,0.566222393,0.689532658,0.636337687,0.246783212,0.53639175,0.454226451,0.927714353,0.332434119,0.103508661,0.168212151,0.53294096,0.139577906,0.638074054,0.115215617,0.84920325,0.629529012,0.490213161,0.967205602,0.631779347,0.769533132,0.579103014,0.280784007,0.233737832,0.822431716,0.030208106,0.468723535,0.921061383,0.112406292,0.096315586,0.728257109
0.307065421,0.210772857,0.453154497,1,0.056751981,0.374652074,0.524612631,0.406950863,0.079509554,0.093694254,0.067360054,0.290544105,0.227091436,0.095116025,0.372168179,0.288192473,0.313954315,0.34218164,0.464853799,0.332495144,0.113067895,0.236378161,0.18318319,0.206371285,0.083237252,0.001071954,0.474559856,0.120720378,0.349645837,0.284942346,0.079786462,0.313576591,0.184919556,0.337938881,0.396048752,0.176374514,0.037058664,0.514051105,0.17862485,0.316378635,0.125948516,0.17237049,0.219416666,0.369277218,0.422946391,0.015569038,0.467906886,0.340748205,0.356838912,0.275102611
0.25031344,0.267524838,0.509906479,0.056751981,1,0.431404056,0.467860649,0.463702844,0.022757573,0.036942272,0.010608073,0.347296086,0.170339454,0.038364044,0.42892016,0.231440492,0.257202333,0.398933622,0.408101818,0.275743163,0.056315914,0.179626179,0.126431208,0.263123267,0.026485271,0.055680028,0.417807874,0.177472359,0.406397818,0.341694328,0.023034481,0.370328573,0.128167575,0.394690862,0.339296771,0.119622533,0.019693317,0.457299124,0.121872868,0.259626654,0.069196535,0.229122472,0.276168647,0.312525237,0.479698373,0.041182944,0.411154904,0.397500186,0.413590893,0.21835063
0.681717496,0.163879217,0.078502423,0.374652074,0.431404056,1,0.899264705,0.032298789,0.454161629,0.468346328,0.442012129,0.08410797,0.60174351,0.469768099,0.002483896,0.662844548,0.688606389,0.032470434,0.839505873,0.707147219,0.48771997,0.611030235,0.557835264,0.168280789,0.457889327,0.375724028,0.84921193,0.253931697,0.025006238,0.089709728,0.454438537,0.061075483,0.559571631,0.036713194,0.770700827,0.551026589,0.411710738,0.888703179,0.553276924,0.69103071,0.500600591,0.202281584,0.155235409,0.743929293,0.048294317,0.390221112,0.84255896,0.03390387,0.017813163,0.649754686
0.217547209,0.735385488,0.977767128,0.524612631,0.467860649,0.899264705,1,0.931563494,0.445103077,0.430918377,0.457252576,0.815156735,0.297521195,0.429496606,0.89678081,0.236420157,0.210658316,0.866794271,0.059758832,0.192117487,0.411544735,0.28823447,0.341429441,0.730983916,0.441375379,0.523540677,0.050052775,0.645333009,0.874258467,0.809554977,0.444826168,0.838189222,0.339693074,0.862551511,0.128563878,0.348238116,0.487553967,0.010561526,0.345987781,0.208233996,0.398664114,0.696983121,0.744029296,0.155335412,0.947559022,0.509043593,0.056705745,0.865360836,0.881451542,0.249510019
0.714016285,0.196178006,0.046203634,0.406950863,0.463702844,0.032298789,0.931563494,1,0.486460417,0.500645117,0.474310918,0.116406759,0.634042299,0.502066888,0.034782684,0.695143336,0.720905178,0.064769223,0.871804662,0.739446007,0.520018758,0.643329024,0.590134053,0.200579578,0.490188115,0.408022817,0.881510719,0.286230485,0.057305027,0.122008517,0.486737326,0.093374272,0.591870419,0.069011982,0.802999615,0.583325377,0.444009527,0.921001968,0.585575713,0.723329498,0.532899379,0.234580373,0.187534197,0.776228081,0.015995528,0.422519901,0.874857749,0.066202658,0.050111951,0.682053474
0.227555867,0.290282411,0.532664052,0.079509554,0.022757573,0.454161629,0.445103077,0.486460417,1,0.0141847,0.0121495,0.370053659,0.147581882,0.015606471,0.451677733,0.208682919,0.23444476,0.421691195,0.385344245,0.25298559,0.033558341,0.156868607,0.103673636,0.28588084,0.003727698,0.078437601,0.395050301,0.200229932,0.429155391,0.364451901,0.000276908,0.393086146,0.105410002,0.417448435,0.316539198,0.09686496,0.04245089,0.434541551,0.099115296,0.236869081,0.046438962,0.251880045,0.29892622,0.289767664,0.502455946,0.063940517,0.388397332,0.420257759,0.436348466,0.195593057
0.213371168,0.304467111,0.546848751,0.093694254,0.036942272,0.468346328,0.430918377,0.500645117,0.0141847,1,0.026334199,0.384238358,0.133397182,0.001421771,0.465862433,0.19449822,0.220260061,0.435875894,0.371159545,0.23880089,0.019373642,0.142683907,0.089488936,0.300065539,0.010457002,0.0926223,0.380865602,0.214414632,0.44334009,0.3786366,0.013907791,0.407270845,0.091225303,0.431633135,0.302354499,0.082680261,0.05663559,0.420356851,0.084930596,0.222684381,0.032254263,0.266064744,0.313110919,0.275582965,0.516640645,0.078125216,0.374212632,0.434442459,0.450533166,0.181408358
